Dates,AAPL.O,AMGN.O,AXP,BA,CAT,CRM,CSCO.O,CVX,DIS,DOW,GS,HD,HON.O,IBM,INTC.O,JNJ,JPM,KO,MCD,MMM,MRK,MSFT.O,NKE,PG,TRV,UNH,V,VZ,WBA.O,WMT
21/04/2021,133.50,258.78,147.18,235.92,232.46,230.56,51.93,102.73,183.11,64.82,335.27,325.95,230.5,137.1137922,63.7,166.59,150.54,54.61,232.26,200.88,75.54786498,260.58,129.9,136.85,157.38,398.81,227.45,58.14,54.05,141.2
22/04/2021,131.94,255.05,147.16,234.33,228.89,231.35,51.5,100.95,182.76,60.93,330.85,321.46,229.26,134.9455699,62.57,165.18,147.37,54.44,232.96,200.9,74.33688696,257.17,129.18,134.63,155.87,396.54,227.57,57.28,52.58,139.67
23/04/2021,134.32,257.03,144.33,238.38,230.11,233.51,51.91,101.55,183.02,62.11,339.35,323.89,224.5,136.0440085,59.24,165.52,150.19,54.47,234.58,202.2,74.26060488,261.15,130.19,133.94,157.84,400.31,230,57.3,53.02,139.9
26/04/2021,134.72,255.52,150.34,241.44,230.56,235.46,51.64,101.52,184.27,62.2,343.52,319.99,221.52,135.2225675,58.76,164.12,150.56,53.66,232.31,199.63,73.92687078,261.55,131.6,131.26,155.73,395.86,230.34,56.94,52.73,137.91
27/04/2021,134.39,255.13,150.36,242.47,230.34,234.21,51.37,102.7,184.64,62.65,346.63,320.59,222.93,135.6428396,57.97,163.18,151.25,53.58,234.98,194.45,73.76477136,261.97,132.11,131.18,155.2,394.5,229.91,56.32,52.51,138.38
28/04/2021,133.58,236.71,152.54,235.46,232.3,236.88,51.11,105.22,183.39,63.31,348.11,319.71,222.87,136.588452,57.62,161.98,152.23,53.59,232.41,195.93,73.50731934,254.56,130.71,131.4,153.79,394.59,233.45,56.43,52.4,137.89
29/04/2021,133.48,234.71,154.63,235.94,227.47,234.36,51.46,106.9,185.33,64.06,352.97,325.34,223.9,137.7728554,58.28,164.2,155.19,54.26,235.21,199.05,70.25579568,252.51,133.26,132.51,155.7,401.55,236.86,57.32,52.735,139.63
30/04/2021,131.46,239.64,153.35,234.31,228.11,230.32,50.91,103.07,186.02,62.5,348.45,323.67,223.04,135.5186683,57.53,162.73,153.81,53.98,236.08,197.14,71.037687,252.18,132.62,133.42,154.66,398.8,233.56,57.79,53.1,139.91
03/05/2021,132.54,245.38,154.8,235.19,228.17,223.76,51.17,105.53,185.51,64.55,350.16,330.27,223.2,138.259989,57.26,165.21,153.36,54.48,235.56,198.61,72.44890548,251.86,133.03,135,156.59,405.9,232.61,57.92,54.3,142.12
04/05/2021,127.85,247.36,154.53,233.63,233.41,217.18,50.71,106.11,184.25,66.22,349.84,332.77,225.43,139.215153,56.9,167.77,155.48,54.14,233.86,199.38,72.45844074,247.79,131.55,134.54,158.53,411.34,232.03,58.6,54.12,140.72
05/05/2021,128.10,249.35,156.39,228.18,237.88,215.4,51.13,108.96,181.51,68.07,357.62,332.05,226.19,138.7089161,56.85,167.07,157.52,54,235.04,201.44,74.0889702,246.47,132.21,133.46,159.29,412.5,229.21,58.69,54.47,140.6
06/05/2021,129.74,251.3,156.88,229.81,237.07,218.05,52.44,109.02,181.79,69.04,365.97,337.58,228.66,141.7654409,57.19,167.74,160.69,54.54,234.86,202.41,74.16525228,249.73,133.49,135.14,160.5,414.97,231.32,59.29,54.46,141.05
07/05/2021,130.21,254.21,158.98,235.47,240.99,216.5,53.43,110.02,184.84,69.04,370.89,339.25,228.79,138.9381554,57.67,168.5,161.24,54.51,234.84,203.07,74.76597366,252.46,137.81,135.15,160.81,417.65,232.12,58.72,54.53,140.2
10/05/2021,126.85,252.62,158.68,232.93,242.61,213.89,53.16,109.57,184.3,68.73,368.68,341.12,230.94,139.6163219,55.97,170.27,161.22,54.91,237.11,207.33,74.53712742,247.18,136.4,137.67,161.67,420.89,225.97,59.52,55.11,140.82
11/05/2021,125.91,252.3,154.43,228.88,239.3,215.56,52.83,106.7,181.67,68.57,359.92,330.66,229.16,137.7537521,55.04,168.88,158.54,54.32,233.86,203.72,73.86012396,246.23,137.12,136.99,156.69,411.7,225.48,58.54,54.24,139.55
12/05/2021,122.77,250.83,152.3,220.78,237.32,210.54,51.6,107.37,177.85,67.6,354.4,317,220.04,134.9646732,53.62,168.2,157.45,54.04,227.94,198.87,74.375028,239,133.39,135.54,153.75,405.37,220.63,58.41,53.04,135.94
13/05/2021,124.97,252.07,154.08,222.64,240.07,211.86,52.49,106.68,178.34,68.08,358.81,325.42,223.68,137.7059939,54.01,169.96,161.5,54.51,229.77,203.41,75.03296094,243.03,133.61,137.72,157.76,408.56,223.74,58.81,54.14,138.24
14/05/2021,127.45,251.38,157.15,228.47,242.23,217.66,52.9,109.47,173.7,69.83,368.77,323.63,227.36,138.1931275,55.35,170.22,164.01,54.73,231.72,204.38,74.65155054,248.15,135.93,138.01,160.51,409.8,226.94,58.69,54.71,139.52
17/05/2021,126.27,252.38,156.86,227.98,244.79,215.06,52.94,110.81,170.08,70.91,369.25,320.01,226.47,138.603848,55.33,170.39,164.67,54.64,231.68,205.11,76.15812162,245.18,136.41,137.73,160.25,408.63,226.44,57.94,55.3,138.89
18/05/2021,124.85,250.86,154.99,227.55,239.47,214.33,52.93,106.18,169.68,69.53,364.56,316.75,222.32,137.4576512,54.84,170.45,162.35,54.34,231.93,203.03,75.69089388,243.08,135.56,136.32,157.29,410.38,225.57,57.18,55.26,141.91
19/05/2021,124.69,248.63,154.73,224.42,236.87,221.34,52.47,103.2,169.27,68.55,358.38,314.45,221.32,136.7699332,55.36,170.08,161.11,54.17,230.15,202.6,75.67182336,243.12,132.96,136.6,157,409.5,224.59,56.92,54.81,141.92
20/05/2021,127.31,251.93,155.53,227.65,234.99,223.78,52.85,103.56,171.36,68.26,359.78,315.9,222.13,137.4289963,55.95,171.07,160.83,54.65,232.18,201.65,75.95788116,246.48,133.27,138,158.81,408.64,226.44,56.79,54.6,142.42
21/05/2021,125.43,251.01,156.87,234.82,237.24,222.58,52.43,104.12,172.4,68.83,366.26,315.77,223.2,138.2504374,56.08,170.96,162.66,54.62,231.24,201.86,75.50018868,245.17,132.66,138,159.08,411.63,226.77,56.91,54.88,141.75
24/05/2021,127.10,247.75,158.64,237.44,239.05,226.99,53.39,105.6,174.31,69.55,368.29,314.84,225,138.2313341,56.96,170.55,163.54,54.8,231.91,202.61,75.35715978,250.78,134.06,137.96,158.73,410.95,229.32,56.98,54.83,141.76
25/05/2021,126.90,242,158.01,240.74,237.17,227.71,53.31,103.87,176.17,69.04,364.51,316.75,224.04,137.3430316,56.87,170.08,161.85,54.79,232.14,201.71,73.898265,251.72,134.32,138.43,156.55,413.05,229.02,56.48,54.19,142.34
26/05/2021,126.85,238.55,158.58,241.37,237.71,229.68,52.91,104.12,176.47,69.57,367.4,317.33,224.27,136.9514143,56.92,169.07,161.83,55.03,232.35,201.58,73.64081298,251.49,136.89,138.12,157.14,413.21,227.07,56.36,52.01,142.17
27/05/2021,125.28,235.31,159.74,250.7,241.28,225.83,52.92,103.01,179.04,68.66,371.37,318.77,231.27,137.3716865,57.73,168.81,164.35,55.49,234.86,203.24,72.39169392,249.31,136.56,134.98,159.35,412.7,226.86,56.29,53.04,141.69
28/05/2021,124.61,237.94,160.13,247.02,241.08,238.1,52.9,103.79,178.65,68.42,372.02,318.91,230.91,137.2952734,57.12,169.25,164.24,55.29,233.89,203.04,72.36308814,249.68,136.46,134.85,159.7,411.92,227.3,56.49,52.66,142.03
01/06/2021,124.28,233.58,163.76,254.73,242.76,236.2,52.62,106.65,178.84,70.41,382.44,316.31,232.95,137.7250972,56.89,165.53,166.05,55.28,233.24,203.2,71.68608468,247.4,134.51,132.88,160.89,406.72,226.63,56.38,52.84,141.66
02/06/2021,125.06,235.16,164.12,255.62,243.46,234.62,52.96,108.08,177,68.95,383.44,313.23,230.74,139.1864981,57.48,166.2,166.06,55.5,233.78,203.29,72.34401762,247.3,134.17,133.46,160.2,405.85,229.66,56.65,53.83,141.35
03/06/2021,123.54,235.74,164.52,250.32,243.84,230.84,53.33,107.59,176.24,70.61,388.72,311.43,229.2,139.0241202,56.24,166.04,166.17,55.64,232.45,203.67,73.91,245.71,134.17,135.85,161,407.96,228.11,56.98,54.77,141.6
04/06/2021,125.89,236.85,165,249.92,244.02,237.48,54.07,108.45,177.18,70.37,391.45,311.01,230.05,140.8102769,57.37,165.97,166.44,56.24,233.38,206.05,74.11,250.79,133.74,135.95,160,405.64,230.14,57.3,54.85,141.85
07/06/2021,125.90,237.19,165.92,252.66,239.76,238.14,53.92,107.75,176.99,69.24,388.16,309.96,228.19,141.3833753,57.09,164.84,165.66,56.04,231.69,203.73,72.8,253.81,133.95,136.42,157.76,400.25,231.32,57.2,54.56,140.9
08/06/2021,126.74,236.82,166.51,252.76,240.16,236.42,54.13,108.73,176.33,69.38,384.7,310.9,229.81,142.3862975,57,163.39,165,55.65,232.64,203.59,72.4,252.57,133.35,134.84,157.54,401.74,232.05,57.15,54,139.83
09/06/2021,127.13,239.52,164.09,248.06,234.65,236.09,54.02,107.78,176.04,68.84,382.78,307.34,227.81,143.9145599,57,165.59,162.94,55.48,231.47,202.74,74.04,253.59,131.84,134.79,154.74,401.1,232.31,57.05,53.43,139.08
10/06/2021,126.11,244.64,162.23,248.34,225.73,240.19,55.03,108.41,176.57,67.99,373.94,308.31,226.25,143.7903886,57.38,167.08,160.4,55.91,234.59,203.13,76.14,257.24,130.98,135.79,154.02,401.49,233.95,57.34,55.31,139.88
11/06/2021,127.35,242.77,164.51,247.28,220.7,240.31,54.77,107.91,177.38,68,378.05,310.77,225.18,144.4972099,57.85,164.96,160.29,56.16,236.93,202.81,76.27,257.89,131.94,134.86,154.48,397.89,234.96,57.33,55.31,140.75
14/06/2021,130.48,241.19,163.81,245.14,219.01,246.26,54.17,107.97,178.18,66.96,372.92,309.32,223.17,143.3032549,58.19,165.37,157.57,55.55,236.98,201.36,75.45,259.89,131.36,134.91,153.25,399.16,234.08,57.18,54.43,140.56
15/06/2021,129.64,239.85,166.27,246.54,219.46,242.58,53.79,110.3,175.86,67.22,371.3,306.45,222.5,142.663295,57.99,164.49,155.18,55.41,236.35,200.61,75.7,258.36,130.29,134.65,154.62,400.28,232.98,57.29,54.24,140
16/06/2021,130.15,239.58,164.68,242.27,217.16,242.39,53.47,109.67,174.66,65.59,371,302.78,218.99,141.2018941,57.22,164.43,156.27,54.67,235.58,196.91,76.61,257.38,130.4,132.78,152.79,397.25,229.6,56.64,53.31,137.15
17/06/2021,131.79,240.76,162.13,239.22,209.45,244.43,53.13,107.07,174.65,63.54,361.5,303.12,216.29,139.0718784,57.18,165.22,151.76,54.95,233.88,195.14,77.23,260.9,128.92,133.99,148.87,397.35,232.15,56.53,52.81,137.72
18/06/2021,130.46,238.68,158.17,237.35,208.86,242.78,52.07,103.03,172.42,61.98,348.83,302.61,212.5,136.7030717,55.67,161.98,147.92,53.77,229.62,191.6,76.61,259.43,128.41,132.03,144.76,389.37,230.41,55.82,50.84,135.17
21/06/2021,132.30,240.24,164.9,245.28,213.21,244.48,53.18,106.05,173.97,63.11,357.54,307.6,216,140.0748006,55.87,163.84,150.43,54.36,232.9,195.21,76.75,262.63,130.08,133.07,148.65,398.07,234.32,56.39,51.93,136.4
22/06/2021,133.98,239.91,164.5,243.78,213.13,243.11,53.26,106.4,173.5,63.5,357.53,312.71,215.49,139.797803,55.87,163.62,150.21,54.56,233.88,195.14,76.19,265.51,132.48,133.12,148.3,398.69,235.93,56.37,51.77,137.03
23/06/2021,133.70,238.71,166.02,243.57,213.79,241.84,52.76,106.27,175.33,63.15,361.05,311.67,214.66,138.126266,55.26,162.63,151.12,54.12,233.24,192.36,75.58,265.275,133.1,132.93,147.9,395.56,234.68,56.07,52.08,135.96
24/06/2021,133.41,240.95,168.21,250.57,219.34,243.77,52.78,107.14,177.93,63.11,368.75,311.84,217.69,138.9190522,56.07,163.37,152.51,54.39,233.33,193.26,76.36,266.69,133.6,133.02,149.97,398.87,236.24,56.37,52.1,136.91
25/06/2021,133.11,242.68,169.45,248.38,216.31,241.87,53.06,107.3,178.35,63.29,368.77,313.63,218.74,140.2562818,55.91,164.21,154.05,54.32,232.42,194.75,77.2,265.02,154.35,134.92,151.72,404.95,237.32,56.38,52.16,138.53
28/06/2021,134.78,242.84,164.78,239.96,216.27,244.57,52.96,103.99,176.57,62.9,368.71,314.28,216.79,138.7757776,57.48,164.02,154.33,54.26,231.09,196.5,76.86,268.72,152.36,135.32,149.45,401.46,234.09,56.18,52.21,138.1
29/06/2021,136.33,242.46,164.25,235.76,215.1,245.81,52.91,103.76,173.93,62.98,372.62,318.24,215.95,139.0241202,56.75,164.03,154.14,53.86,230.37,196.03,77.21,271.4,155.95,134.4,149.52,398.1,235.95,55.84,51.99,137.3
30/06/2021,136.96,243.75,165.23,239.56,217.63,244.27,53,104.74,175.77,63.28,379.53,318.89,219.35,140.0174908,56.14,164.74,155.54,54.11,230.99,198.63,77.77,270.9,154.49,134.93,149.71,400.44,233.82,56.03,52.61,141.02
01/07/2021,137.27,246.9,166.94,239.73,216.71,244.98,53.44,106.21,177.26,63.5,374.99,321.54,220.62,140.2562818,56.01,165.96,157.08,53.96,232.27,199.09,77.99,271.6,158,135.24,151.83,404.89,235.15,56.29,48.71,139.32
02/07/2021,139.96,248.7,168.5,236.68,217.76,248.2,53.54,106.07,177.11,63.51,374.16,322.7,221.32,133.7420633,56.76,168.98,156.03,54.18,233.63,199.89,78.6,277.65,159.74,135.9,151.23,409.36,238.63,56.44,48.17,140.11
06/07/2021,142.02,243.65,169.56,236.14,213.52,250.25,52.98,103.99,173.69,61.93,369.86,319.26,218.56,132.5576599,56.09,167.97,153.41,53.88,232.75,196.89,78.11,277.66,160.11,135.98,150.84,410.26,239.6,56.41,47.7,139.94
07/07/2021,144.57,243.22,170.98,231.78,214.69,248.44,53.26,102.93,172.82,62.25,367.67,323.48,220.74,133.5510305,55.96,169.41,153.59,54.32,234.63,199.86,78.56,279.93,160.16,137,152.19,411.66,240,56.53,47.49,139.71
08/07/2021,143.24,244.28,167.5,236.77,212.11,245.8,53.26,102.6,172.8,61.41,358.94,318.54,219.32,134.4297814,55.39,169.08,150.94,54.13,232.84,198.27,78.12,277.42,160.63,136.98,148.52,409.95,236.61,55.68,46.72,139.59
09/07/2021,145.11,245.2,171.94,239.59,217.42,245.06,53.74,104.07,177.04,63.08,371.76,322.09,224.34,135.1748093,55.99,169.75,155.77,54.46,235.68,201,77.99,277.94,161,137.03,153.33,412.11,238.47,56.07,47.41,140.3
12/07/2021,144.50,244.37,173.6,238.29,218.58,242.91,53.23,104.28,184.38,63.22,380.5,321.74,225.02,134.6017109,56.73,169.48,158,54.48,235.61,199.98,77.55,277.32,161.82,137.14,154.09,416.04,237.87,56.15,47.55,140.05
13/07/2021,145.64,244.83,172.62,228.2,215.19,244.02,53.32,103.93,183.65,62.7,375.98,317.05,224.08,133.9904059,56.87,169.27,155.65,55.02,236.17,199.6,77.61,280.98,161.59,136.97,152.99,418.54,242.35,56.09,47.32,140.58
14/07/2021,149.15,244.7,172.52,224.45,211.64,242.43,54.09,101.97,183.42,62.32,374.4,319.22,227.77,133.5510305,56.52,170.42,155.12,56.26,237.13,202.83,77.62,282.51,161.54,137.98,154.53,414.74,245.99,56.32,46.88,141.55
15/07/2021,148.48,246.63,172.85,222.76,211.41,237.58,53.65,101.3,184.15,61.91,373.35,322.71,232.81,134.1527838,55.81,168.37,155.46,56.44,236.88,202.59,77.9,281.03,161.69,139.16,155.58,420.05,248.55,56.55,46.25,141.66
16/07/2021,146.39,247.96,170.01,217.74,207.95,238.43,53.7,98.62,179.31,60.01,364.8,321.54,230.33,132.6722796,54.97,168.1,151.91,56.4,234.75,199.37,78.02,280.75,159.85,140.51,156.39,419.7,248.12,56.46,46.02,141.56
19/07/2021,142.45,246.73,162.81,206.99,203.08,237.55,53.06,95.96,172.95,57.79,354.72,318.87,220.66,131.7362189,54.64,166.88,146.97,55.73,229.26,197.56,77.05,277.01,157.87,140.44,151.26,409.06,240.41,55.84,45.58,141.23
20/07/2021,146.15,246.89,168.87,217.15,207.96,240.11,53.58,96.53,176.75,58.62,364.76,325.35,229.66,133.6943051,55.24,168.45,149.71,55.83,234.27,200.82,76.17,279.32,159.74,139.69,151.09,412.97,242.7,55.58,46.06,141.87
21/07/2021,145.40,244.85,172.51,222.54,210.73,242.11,53.88,99.82,176.89,59.73,373.5,326.36,231.85,134.9646732,56.23,169.49,152.86,56.55,235.93,200.77,76.39,281.4,161.08,139.2,151.84,414.64,243.66,55.95,46.67,141.17
22/07/2021,146.80,244.74,170.9,220.87,209.16,248.28,54.54,98.82,175.13,60.48,372.71,326.66,232.74,134.4011264,55.96,169.98,150.93,56.47,238.67,199.07,76.53,286.14,163.68,137.8,147.76,415.77,244.14,55.95,46.49,141.27
23/07/2021,148.56,247.72,173.18,221.52,209.53,248.25,55.23,98.86,176.14,60.11,374.05,332.84,229.32,135.0028798,53,171.79,150.64,57.01,242.96,200.49,77.54,289.67,166.36,139.79,147.87,417.7,249.02,55.88,46.53,142.43
26/07/2021,148.99,245.08,172.61,225.85,211.03,247.6,55.47,100.95,178.74,62.01,375.9,331.18,229.25,136.3687643,54.31,171.87,151.65,57.06,243.98,201.67,77.24,289.05,165.09,140.28,148.82,413.54,250.25,55.78,47.25,142.63
27/07/2021,146.77,244.68,172.94,222.27,209.9,243.51,55.28,100.61,179.5,61.95,374.84,327.26,230.36,136.349661,53.18,172.66,151.45,57.26,246.35,200.47,77.85,286.54,164.57,140.85,149.38,415.1,250.93,56.2,46.82,142.64
28/07/2021,144.98,244.25,170.02,231.57,211.44,243.96,54.77,101.18,179.1,61.87,374.23,325.52,230.49,135.4136003,53.07,172.18,151.7,56.74,241.78,198.28,78.33,286.22,165.46,138.76,146.82,409.17,246.94,55.72,47.11,142.06
29/07/2021,145.64,242.46,171.95,231.63,212.56,244.04,55.07,102.57,178.35,62.6,377.55,327.43,232.88,135.5664265,53.7,172.18,153,57.05,244.02,198.17,76.93,286.5,166.99,139.48,148.88,412.08,247.92,55.98,47.04,142.24
30/07/2021,145.86,241.54,170.53,226.48,206.75,241.93,55.37,101.81,176.02,62.16,374.88,328.19,233.79,134.6399174,53.72,172.2,151.78,57.03,242.71,197.94,76.87,284.91,167.51,142.23,148.92,412.22,246.39,55.78,47.15,142.55
02/08/2021,145.52,239.79,169.27,225.34,205.16,240.86,55.45,101.63,175.55,61.22,378.19,327.22,232.42,135.0792929,53.68,172.27,151.17,56.88,240.1,197.52,76.18,284.82,168.75,141.88,148.95,415.57,239.78,55.76,46.83,142.22
03/08/2021,147.36,244.08,169.04,229.09,208.5,241.13,56.25,102.6,172.99,62.23,380.36,331.94,232.65,137.6104775,54.06,174.39,152.89,56.92,236.95,201.03,76.41,287.12,171.23,143.95,150.39,421.9,237.09,55.73,47.49,143.82
04/08/2021,146.95,228.31,168.06,226.63,204.52,244.17,55.69,100.3,172.58,60.99,377.86,330.31,229.59,136.3592126,53.9,173.36,151.24,56.1,234.83,197.53,75.48,286.51,171.91,142.43,149.52,421.54,236.67,55.37,46.54,142.84
05/08/2021,147.06,233.99,169.63,229.94,207.19,250.56,55.76,101.23,176.71,61,384.3,333.11,229.88,136.3687643,53.89,173.69,153.15,56.5,236.42,197.8,75.59,289.52,173.85,142.5,150.58,411.19,240.21,55.3,46.93,145.49
06/08/2021,146.14,230.15,171.36,231.33,208.35,250.59,55.59,101.95,177.13,62,397.89,329.84,229.68,137.6295808,53.92,173.11,157.5,56.64,236.26,198.13,75.44,289.46,172.8,141.41,152.82,415.12,241.4,55.22,47.1,145.23
09/08/2021,146.09,227.89,170.78,232.27,208.89,249.32,55.47,100.25,176.72,61.82,399.88,328.76,228.23,134.916915,54.05,173.71,157.33,56.65,234.68,197.43,75.32,288.33,171.77,142.18,153.37,410.87,240,55.12,47.44,145.58
10/08/2021,145.60,227.96,169.49,235.78,214.07,243.39,55.61,102.08,177.07,63.12,407.97,331.48,231.88,135.0410863,53.94,173.77,159.26,56.8,233.45,199.25,75.19,286.44,172.27,142.27,154.22,411.78,238.07,55.48,48.43,148.68
11/08/2021,145.86,228.13,170.67,239.49,221.66,242.28,55.86,102.85,178.09,64.24,413.89,337,234.18,135.7574593,54.14,173.8,161.16,56.73,235.55,201.57,75.21,286.95,171.27,142.62,156.21,407.74,235.06,55.57,49.72,150.01
12/08/2021,148.89,228.15,168.52,238.18,220.24,248.39,56.39,102.64,179.29,64.01,415,334.02,231.94,136.6553135,53.54,175.2,161.79,56.84,236.67,201.43,76.04,289.81,170.64,142.95,156.49,405.96,231.79,55.64,49.32,149.06
13/08/2021,149.10,229.68,166.08,234.46,218.57,251.56,56.47,101.96,181.08,63.69,410.78,331.32,231.76,136.7603815,53.49,176.25,159.98,57.23,238.82,200.58,76.72,292.85,171.69,143.64,156.31,409.67,232.65,55.87,49.29,149.53
16/08/2021,151.12,231.07,165.75,229.06,217.71,249.2,56.28,100.92,179.09,63.32,408.35,335.05,233.74,137.1519988,53.47,177.84,158.93,57.48,240.97,202.32,77.93,294.6,172.36,144.64,157.74,417.21,235.36,55.98,49.14,150.75
17/08/2021,150.19,231.2,164.65,222.22,213.44,246.99,56.01,100.73,175.83,62.31,404.97,320.75,231.45,136.0344569,52.69,179.47,157.01,57.28,240.28,199.55,78.83,293.08,170.66,144.88,158.9,421.78,234.53,56.18,49.14,150.7
18/08/2021,146.36,226.84,162.13,219,209.81,251.22,55.15,96.7,174.74,61.88,398.8,321.55,228.42,133.2167231,52.19,177.19,155.58,56.5,238.08,196.51,77.79,290.73,168.81,143.3,158.72,417.32,231.63,55.47,49.02,149.1
19/08/2021,146.70,224.39,159.03,212.16,204.45,253.07,57.27,94.29,173.25,60.55,393.57,322.9,227.73,131.8317353,52.44,178.57,154.28,56.86,237.23,195.36,78.46,296.77,165.59,144.99,159.48,427.89,231.57,55.37,47.55,150.11
20/08/2021,148.19,223.53,159.75,212.67,204.94,256.13,58.22,94.3,175.12,60.89,395.87,329.24,227.7,132.872864,52.01,179.44,154.72,56.64,238.49,194.16,78.68,304.36,167.79,145.09,160.84,429.71,231.36,55.52,48.3,151.45
23/08/2021,149.71,225.64,160.45,219.4,209.14,260.52,58.54,96.73,177.66,62.06,401.45,327.74,229.11,133.3599977,53.23,177.61,156.7,56.44,239.66,194.68,78.38,304.65,169.72,144.35,159.9,425.36,234.14,55.42,48.51,150.45
24/08/2021,149.62,224.38,161.2,221.43,212.59,259.66,59.32,97.84,178.47,63.26,408.56,324.9,230.44,133.5701338,53.81,175.39,157.67,56.01,238.43,194.75,77.72,302.62,169.98,143.18,160.64,423.41,234.24,55.01,48.34,148.9
25/08/2021,148.36,221.59,166.18,221.03,214.76,260.85,59.35,98.51,178.31,63.87,413.12,323.88,230.66,133.589237,53.81,174.23,160.92,56.07,238.83,194.34,77.07,302.01,169.84,142.67,162.58,419.74,232.59,54.93,48.65,148.96
26/08/2021,147.54,221.47,165.51,216.5,211.24,267.79,59.2,97.22,176.56,63.65,412.41,321.48,230.88,132.5576599,53.13,173.3,161.75,55.54,236.95,195.32,76.57,299.09,166.92,142.42,159.97,416.85,230.52,54.6,47.84,147.35
27/08/2021,148.60,222.78,168.65,221.75,212.83,266.53,59.02,98.64,180.14,65.38,419.69,323.38,231.14,133.1594132,53.89,172.93,163.05,55.65,237.48,195.05,76.3,299.72,167.58,142.31,162.09,418.76,232.69,54.77,48.48,146.52
30/08/2021,153.12,224.13,164.26,217.66,211.45,264.97,59.13,98.39,179.98,63.98,413.6,327.1,231.87,132.7391411,53.94,173.66,160.44,56.18,236.59,196.17,76.5,303.59,168.03,142.93,159.44,418.3,231.23,54.77,48.63,147.7
31/08/2021,151.83,225.53,165.96,219.5,210.87,265.27,59.02,96.77,181.3,62.9,413.51,326.18,231.91,134.0477158,54.06,173.13,159.95,56.31,237.46,194.74,76.29,301.88,164.74,142.39,159.71,416.27,229.1,55,50.75,148.1
01/09/2021,152.51,223.35,164.44,218.12,207.96,268.32,59.04,95.71,183.48,62.54,413.66,323.64,229.8,133.0543452,53.67,173.74,159.72,56.69,238.15,193.44,76.18,301.83,164.56,143.84,159.28,417.35,230.12,54.94,50.29,147.78
02/09/2021,153.65,225.96,162.05,220.83,211.78,264.15,59.53,97.71,181.86,62.62,414.5,327.74,230.97,133.7325116,53.73,174.93,160.46,56.77,239.87,194.89,77.12,301.15,163.67,143.95,159.97,423.71,224.18,55.29,51.78,148.56
03/09/2021,154.30,226.37,159.3,218.17,210.37,267.08,59.42,97.49,181,62.12,411.31,330.34,228.36,133.3217911,53.51,175.04,159.49,56.73,238.82,194.39,77.26,301.14,163.29,144.05,159.17,422.86,225.11,55.43,51.29,149.25
07/09/2021,156.69,221.34,159.72,214.24,208.23,265.21,58.88,97.06,184.34,61.87,410.32,328.95,222.93,131.8699418,53.65,172.32,159.21,55.67,236.19,185.58,75.98,300.18,162.64,143.51,157.8,421.24,226.27,54.82,51,147.27
08/09/2021,155.11,220.87,158.93,211.38,206.77,262.62,58.68,96.39,185.15,60.69,405,331.58,224.4,132.4525919,53.57,171.9,158.5,56.42,238.62,187.89,75.36,300.21,160.71,144.6,158.74,415.39,229.09,54.91,51.09,147.46
09/09/2021,154.07,215.58,159.39,213.94,205.42,260.74,58.6,96,185.91,60.28,404.58,331.77,222.93,131.5642894,53.4,168.07,159.19,55.86,238.61,185.75,73.82,297.25,163.34,143.99,157.96,414.55,227.49,54.44,50.57,146.42
10/09/2021,148.97,213.75,158.72,210.3,205.01,257.2,57.89,96.07,184.12,60.41,403.48,331.95,222.37,130.8765713,53.84,166.97,157.36,55.61,239.18,184.55,73.45,295.71,163.59,144.13,156.36,403.91,224.91,54.23,49.45,145.89
13/09/2021,149.55,216.72,161.45,214.48,206.2,254.11,58.1,97.97,184.98,60.72,409.26,335.45,223.6,131.9559066,54.99,165.8,159.86,56.07,241.21,185.23,73.18,296.99,159.52,145.68,158.9,414.52,224.63,54.62,49.18,145.06
14/09/2021,148.12,216.04,159.48,211.57,202.33,254.37,57.87,96.2,182.4,59.65,403.69,333.12,220.19,130.1124401,54.52,164.8,157.07,55.69,241.13,182.42,72.11,299.79,158.76,145.43,156.35,412.54,223.03,54.41,48.22,144.3
15/09/2021,149.03,218.13,161.34,214.22,205.73,256.16,57.56,98.24,184.41,60.2,401.95,333.37,221.69,131.0485008,55.12,165.42,158.16,55.88,240.98,184.19,72.81,304.82,157.91,145.12,157.58,417.52,223.81,54.57,50.12,144.55
16/09/2021,148.79,217.36,162.63,213.36,203.6,260.36,57.33,97.32,183.34,59.47,396.68,336.39,219.65,130.3130245,54.83,165.22,158.09,55.35,243.21,182.66,71.97,305.22,157.6,144.11,156.67,416.84,224.33,54.43,49.94,145.03
17/09/2021,146.06,219.38,163.92,213.36,199.75,260.53,56.85,96.76,183.47,57.75,391.46,335.67,218.49,129.1668277,54.26,164.75,157.68,54.44,242.49,181.49,71.68,299.87,156.42,144.34,156.29,420.16,221.75,54.28,49.62,144.73
20/09/2021,142.94,215.11,160.57,209.5,190.82,258.22,55.89,94.78,178.61,56.18,378.13,331.21,215.73,128.2880768,52.98,163.81,152.96,54.06,239.09,180.53,71.93,294.3,154.25,142.89,152.66,412.7,220.05,54.26,48.4,142.74
21/09/2021,143.43,215.36,163.27,208.51,189.84,257.97,55.26,94.85,171.17,55.53,375.84,334.22,214.9,127.0081571,52.87,164.53,152.98,54.05,240.5,178.42,71.97,294.8,155.02,143.11,152.97,412.34,220.17,54.03,48.02,143.02
